Source;Target;Type;Weight
559;1038;Direct;1
559;62;Direct;1
559;911;Direct;1
559;793;Direct;1
559;1081;Direct;1
559;854;Direct;1
559;1229;Direct;1
559;945;Direct;1
559;660;Direct;1
559;1109;Direct;1
559;310;Direct;1
559;1163;Direct;1
559;1221;Direct;1
559;1219;Direct;1
559;476;Direct;1
559;961;Direct;1
559;316;Direct;1
559;609;Direct;1
559;1035;Direct;1
559;396;Direct;1
559;1023;Direct;1
559;1246;Direct;1
559;1254;Direct;1
559;1100;Direct;1
559;939;Direct;1
559;254;Direct;1
559;1230;Direct;1
559;1032;Direct;1
559;1131;Direct;1
559;1298;Direct;1
559;789;Direct;1
559;877;Direct;1
559;265;Direct;1
559;1149;Direct;1
559;104;Direct;1
559;640;Direct;1
559;503;Direct;1
559;592;Direct;1
559;1054;Direct;1
559;786;Direct;1
559;156;Direct;1
559;375;Direct;1
559;1021;Direct;1
559;54;Direct;1
564;1201;Direct;1
564;793;Direct;1
564;1023;Direct;1
564;1118;Direct;1
564;310;Direct;1
564;203;Direct;1
564;25;Direct;1
564;337;Direct;1
564;786;Direct;1
566;1023;Direct;1
566;1118;Direct;1
566;945;Direct;1
566;1218;Direct;1
566;911;Direct;1
588;1188;Direct;1
588;28;Direct;1
588;1118;Direct;1
588;793;Direct;1
588;753;Direct;1
588;586;Direct;1
588;310;Direct;1
588;1219;Direct;1
588;221;Direct;1
588;135;Direct;1
588;956;Direct;1
588;1109;Direct;1
588;331;Direct;1
588;105;Direct;1
588;587;Direct;1
588;703;Direct;1
588;571;Direct;1
588;945;Direct;1
588;265;Direct;1
588;600;Direct;1
590;793;Direct;1
590;1118;Direct;1
590;1023;Direct;1
590;62;Direct;1
590;945;Direct;1
590;322;Direct;1
590;613;Direct;1
590;1109;Direct;1
590;213;Direct;1
590;1032;Direct;1
590;1131;Direct;1
590;897;Direct;1
590;275;Direct;1
590;582;Direct;1
590;600;Direct;1
590;431;Direct;1
590;221;Direct;1
590;61;Direct;1
590;446;Direct;1
590;761;Direct;1
590;104;Direct;1
590;484;Direct;1
590;791;Direct;1
590;135;Direct;1
590;553;Direct;1
590;1300;Direct;1
590;1205;Direct;1
603;683;Direct;1
603;1023;Direct;1
603;911;Direct;1
603;602;Direct;1
603;939;Direct;1
615;135;Direct;1
615;1118;Direct;1
615;660;Direct;1
615;616;Direct;1
615;1105;Direct;1
615;1023;Direct;1
615;1268;Direct;1
615;1089;Direct;1
615;1088;Direct;1
618;1118;Direct;1
618;660;Direct;1
618;1219;Direct;1
618;793;Direct;1
618;476;Direct;1
618;847;Direct;1
618;1100;Direct;1
618;843;Direct;1
618;265;Direct;1
618;446;Direct;1
618;61;Direct;1
618;293;Direct;1
618;852;Direct;1
618;252;Direct;1
618;939;Direct;1
618;777;Direct;1
618;557;Direct;1
618;1227;Direct;1
618;786;Direct;1
618;859;Direct;1
618;789;Direct;1
618;1007;Direct;1
618;945;Direct;1
618;582;Direct;1
618;1023;Direct;1
618;911;Direct;1
618;221;Direct;1
618;1105;Direct;1
916;793;Direct;1
916;1118;Direct;1
916;786;Direct;1
916;310;Direct;1
916;276;Direct;1
916;277;Direct;1
916;582;Direct;1
916;945;Direct;1
916;484;Direct;1
916;1071;Direct;1
916;1109;Direct;1
916;1226;Direct;1
916;104;Direct;1
916;1298;Direct;1
916;961;Direct;1
916;452;Direct;1
916;553;Direct;1
916;835;Direct;1
916;847;Direct;1
916;1258;Direct;1
916;316;Direct;1
625;1219;Direct;1
625;1139;Direct;1
625;881;Direct;1
625;793;Direct;1
625;310;Direct;1
625;1163;Direct;1
625;609;Direct;1
625;1054;Direct;1
625;151;Direct;1
625;1118;Direct;1
625;1160;Direct;1
625;939;Direct;1
625;945;Direct;1
625;1218;Direct;1
625;847;Direct;1
625;502;Direct;1
625;135;Direct;1
625;221;Direct;1
625;12;Direct;1
625;933;Direct;1
625;582;Direct;1
625;1239;Direct;1
625;513;Direct;1
625;275;Direct;1
625;1226;Direct;1
625;1105;Direct;1
625;1100;Direct;1
625;1205;Direct;1
625;449;Direct;1
625;1241;Direct;1
625;293;Direct;1
625;167;Direct;1
625;1173;Direct;1
625;1102;Direct;1
625;493;Direct;1
625;660;Direct;1
625;854;Direct;1
625;955;Direct;1
625;130;Direct;1
625;1023;Direct;1
625;183;Direct;1
625;446;Direct;1
625;436;Direct;1
625;914;Direct;1
625;993;Direct;1
625;379;Direct;1
625;1143;Direct;1
625;1087;Direct;1
630;793;Direct;1
630;660;Direct;1
630;1118;Direct;1
630;609;Direct;1
630;1219;Direct;1
630;600;Direct;1
630;582;Direct;1
630;1226;Direct;1
630;502;Direct;1
630;221;Direct;1
630;446;Direct;1
630;945;Direct;1
630;683;Direct;1
630;1205;Direct;1
630;252;Direct;1
630;241;Direct;1
630;174;Direct;1
630;1032;Direct;1
630;1131;Direct;1
630;847;Direct;1
630;693;Direct;1
630;363;Direct;1
630;192;Direct;1
630;1034;Direct;1
630;1163;Direct;1
630;403;Direct;1
630;105;Direct;1
630;337;Direct;1
630;265;Direct;1
630;310;Direct;1
630;61;Direct;1
630;1145;Direct;1
630;786;Direct;1
630;911;Direct;1
630;882;Direct;1
634;337;Direct;1
634;793;Direct;1
634;1219;Direct;1
634;1023;Direct;1
634;176;Direct;1
634;835;Direct;1
634;178;Direct;1
634;446;Direct;1
634;789;Direct;1
634;1118;Direct;1
634;777;Direct;1
634;617;Direct;1
656;793;Direct;1
656;1118;Direct;1
656;655;Direct;1
656;1163;Direct;1
656;265;Direct;1
656;1131;Direct;1
656;1032;Direct;1
656;1023;Direct;1
656;375;Direct;1
656;1160;Direct;1
656;1258;Direct;1
656;403;Direct;1
656;721;Direct;1
656;446;Direct;1
656;582;Direct;1
656;1034;Direct;1
656;753;Direct;1
656;1077;Direct;1
668;510;Direct;1
668;793;Direct;1
668;660;Direct;1
668;310;Direct;1
668;1131;Direct;1
668;703;Direct;1
668;1163;Direct;1
668;1118;Direct;1
668;1254;Direct;1
668;1219;Direct;1
668;939;Direct;1
668;1109;Direct;1
668;609;Direct;1
668;221;Direct;1
668;61;Direct;1
668;1032;Direct;1
668;835;Direct;1
668;945;Direct;1
668;600;Direct;1
668;1160;Direct;1
668;1034;Direct;1
668;265;Direct;1
668;446;Direct;1
668;582;Direct;1
668;753;Direct;1
668;724;Direct;1
668;176;Direct;1
668;1054;Direct;1
668;768;Direct;1
668;486;Direct;1
668;786;Direct;1
668;104;Direct;1
668;1125;Direct;1
668;872;Direct;1
668;476;Direct;1
668;502;Direct;1
668;1229;Direct;1
668;1038;Direct;1
668;728;Direct;1
668;895;Direct;1
668;1008;Direct;1
668;1048;Direct;1
668;159;Direct;1
668;484;Direct;1
668;853;Direct;1
668;525;Direct;1
668;950;Direct;1
668;441;Direct;1
668;859;Direct;1
668;160;Direct;1
668;1149;Direct;1
668;252;Direct;1
668;531;Direct;1
668;1127;Direct;1
668;1081;Direct;1
668;362;Direct;1
668;372;Direct;1
668;694;Direct;1
668;1049;Direct;1
668;715;Direct;1
668;1183;Direct;1
668;1262;Direct;1
668;267;Direct;1
668;124;Direct;1
668;997;Direct;1
668;1016;Direct;1
668;62;Direct;1
668;43;Direct;1
668;316;Direct;1
668;1065;Direct;1
668;178;Direct;1
668;452;Direct;1
668;27;Direct;1
668;557;Direct;1
668;122;Direct;1
668;650;Direct;1
668;305;Direct;1
668;363;Direct;1
668;1029;Direct;1
668;1100;Direct;1
668;1170;Direct;1
668;174;Direct;1
668;499;Direct;1
668;375;Direct;1
668;1239;Direct;1
668;693;Direct;1
668;145;Direct;1
668;1080;Direct;1
668;839;Direct;1
668;1069;Direct;1
668;350;Direct;1
668;468;Direct;1
668;843;Direct;1
668;346;Direct;1
668;505;Direct;1
668;651;Direct;1
668;1205;Direct;1
668;1023;Direct;1
668;1289;Direct;1
668;292;Direct;1
668;901;Direct;1
668;571;Direct;1
668;431;Direct;1
917;670;Direct;1
917;793;Direct;1
917;1166;Direct;1
917;1118;Direct;1
917;1219;Direct;1
917;1239;Direct;1
917;1050;Direct;1
917;671;Direct;1
917;1023;Direct;1
690;1289;Direct;1
690;1118;Direct;1
690;945;Direct;1
690;517;Direct;1
690;520;Direct;1
690;1023;Direct;1
690;1219;Direct;1
690;363;Direct;1
691;793;Direct;1
691;1118;Direct;1
691;293;Direct;1
691;1032;Direct;1
691;660;Direct;1
691;1109;Direct;1
691;945;Direct;1
691;1163;Direct;1
691;609;Direct;1
691;789;Direct;1
691;911;Direct;1
691;337;Direct;1
691;1246;Direct;1
691;849;Direct;1
691;1238;Direct;1
691;1289;Direct;1
691;926;Direct;1
691;1239;Direct;1
691;592;Direct;1
691;375;Direct;1
698;945;Direct;1
698;793;Direct;1
698;892;Direct;1
698;1163;Direct;1
698;446;Direct;1
698;724;Direct;1
698;1023;Direct;1
698;275;Direct;1
698;1118;Direct;1
698;571;Direct;1
701;1118;Direct;1
701;793;Direct;1
701;337;Direct;1
701;700;Direct;1
701;945;Direct;1
701;346;Direct;1
701;178;Direct;1
701;582;Direct;1
701;1219;Direct;1
713;714;Direct;1
713;600;Direct;1
713;939;Direct;1
713;1038;Direct;1
713;446;Direct;1
713;724;Direct;1
713;1023;Direct;1
713;323;Direct;1
713;786;Direct;1
713;221;Direct;1
713;505;Direct;1
713;316;Direct;1
713;438;Direct;1
713;582;Direct;1
713;1219;Direct;1
713;753;Direct;1
713;1118;Direct;1
713;1072;Direct;1
722;1254;Direct;1
722;571;Direct;1
722;793;Direct;1
722;1023;Direct;1
722;265;Direct;1
722;446;Direct;1
722;1118;Direct;1
734;911;Direct;1
734;683;Direct;1
734;786;Direct;1
734;651;Direct;1
734;1118;Direct;1
734;1218;Direct;1
734;531;Direct;1
734;446;Direct;1
734;945;Direct;1
734;819;Direct;1
734;793;Direct;1
734;600;Direct;1
734;1219;Direct;1
734;177;Direct;1
734;1254;Direct;1
734;1023;Direct;1
734;1100;Direct;1
734;234;Direct;1
734;1215;Direct;1
734;221;Direct;1
735;793;Direct;1
735;154;Direct;1
735;609;Direct;1
735;756;Direct;1
735;1219;Direct;1
735;703;Direct;1
735;660;Direct;1
735;1178;Direct;1
735;1109;Direct;1
735;847;Direct;1
735;945;Direct;1
735;582;Direct;1
735;1163;Direct;1
735;1293;Direct;1
735;484;Direct;1
735;1032;Direct;1
736;793;Direct;1
736;756;Direct;1
736;1109;Direct;1
736;1219;Direct;1
736;945;Direct;1
736;843;Direct;1
736;1023;Direct;1
736;484;Direct;1
736;703;Direct;1
736;847;Direct;1
736;609;Direct;1
736;1131;Direct;1
736;1188;Direct;1
736;961;Direct;1
737;793;Direct;1
737;1219;Direct;1
737;1109;Direct;1
737;756;Direct;1
737;609;Direct;1
737;1188;Direct;1
737;1023;Direct;1
737;1142;Direct;1
737;104;Direct;1
737;660;Direct;1
737;945;Direct;1
737;1118;Direct;1
737;1163;Direct;1
737;392;Direct;1
737;612;Direct;1
737;484;Direct;1
737;703;Direct;1
737;847;Direct;1
741;1118;Direct;1
741;793;Direct;1
741;1109;Direct;1
741;738;Direct;1
741;847;Direct;1
741;213;Direct;1
741;1032;Direct;1
741;739;Direct;1
741;484;Direct;1
741;756;Direct;1
741;1054;Direct;1
741;1131;Direct;1
741;609;Direct;1
741;221;Direct;1
741;724;Direct;1
741;557;Direct;1
741;104;Direct;1
741;1163;Direct;1
741;480;Direct;1
741;1219;Direct;1
741;703;Direct;1
741;1023;Direct;1
743;763;Direct;1
743;171;Direct;1
743;793;Direct;1
743;600;Direct;1
743;660;Direct;1
743;911;Direct;1
743;884;Direct;1
743;449;Direct;1
743;1118;Direct;1
743;1238;Direct;1
743;221;Direct;1
743;500;Direct;1
743;945;Direct;1
743;683;Direct;1
743;487;Direct;1
743;484;Direct;1
743;1109;Direct;1
743;158;Direct;1
743;1105;Direct;1
743;455;Direct;1
743;275;Direct;1
743;609;Direct;1
743;446;Direct;1
743;1001;Direct;1
743;104;Direct;1
743;122;Direct;1
743;1298;Direct;1
743;251;Direct;1
743;1125;Direct;1
743;786;Direct;1
743;1297;Direct;1
743;1032;Direct;1
743;1131;Direct;1
743;1293;Direct;1
743;859;Direct;1
743;1182;Direct;1
743;1236;Direct;1
743;499;Direct;1
743;1166;Direct;1
743;293;Direct;1
743;458;Direct;1
743;1019;Direct;1
743;979;Direct;1
743;77;Direct;1
743;10;Direct;1
743;570;Direct;1
743;1099;Direct;1
743;1254;Direct;1
743;168;Direct;1
743;1158;Direct;1
743;557;Direct;1
743;844;Direct;1
743;99;Direct;1
743;773;Direct;1
743;815;Direct;1
743;1289;Direct;1
743;149;Direct;1
743;868;Direct;1
743;1023;Direct;1
743;606;Direct;1
743;1135;Direct;1
743;271;Direct;1
743;825;Direct;1
743;230;Direct;1
743;571;Direct;1
743;854;Direct;1
743;1183;Direct;1
743;983;Direct;1
743;527;Direct;1
743;1163;Direct;1
743;1264;Direct;1
743;61;Direct;1
762;763;Direct;1
762;1118;Direct;1
762;793;Direct;1
762;1166;Direct;1
762;1163;Direct;1
762;1109;Direct;1
762;847;Direct;1
762;1254;Direct;1
762;1160;Direct;1
762;281;Direct;1
762;102;Direct;1
762;1001;Direct;1
762;310;Direct;1
762;1032;Direct;1
762;337;Direct;1
762;265;Direct;1
762;786;Direct;1
762;843;Direct;1
762;571;Direct;1
763;1118;Direct;1
763;793;Direct;1
763;1254;Direct;1
763;337;Direct;1
763;945;Direct;1
763;786;Direct;1
763;600;Direct;1
763;1109;Direct;1
763;446;Direct;1
763;1131;Direct;1
763;1032;Direct;1
763;275;Direct;1
763;1219;Direct;1
763;683;Direct;1
763;1149;Direct;1
763;847;Direct;1
763;221;Direct;1
763;1236;Direct;1
763;835;Direct;1
763;582;Direct;1
763;1023;Direct;1
763;1205;Direct;1
763;484;Direct;1
763;456;Direct;1
763;761;Direct;1
763;212;Direct;1
763;789;Direct;1
763;452;Direct;1
763;1163;Direct;1
763;310;Direct;1
763;765;Direct;1
763;122;Direct;1
763;116;Direct;1
763;409;Direct;1
763;502;Direct;1
763;939;Direct;1
763;571;Direct;1
763;753;Direct;1
763;1105;Direct;1
763;651;Direct;1
763;854;Direct;1
763;1029;Direct;1
763;1166;Direct;1
763;1223;Direct;1
763;1160;Direct;1
763;316;Direct;1
763;650;Direct;1
763;592;Direct;1
763;24;Direct;1
763;557;Direct;1
763;111;Direct;1
763;360;Direct;1
763;430;Direct;1
763;574;Direct;1
763;605;Direct;1
763;775;Direct;1
763;819;Direct;1
763;1235;Direct;1
763;265;Direct;1
763;1038;Direct;1
763;1289;Direct;1
763;785;Direct;1
763;213;Direct;1
763;481;Direct;1
763;482;Direct;1
763;809;Direct;1
763;947;Direct;1
763;702;Direct;1
763;1069;Direct;1
763;346;Direct;1
763;1107;Direct;1
763;83;Direct;1
763;686;Direct;1
763;848;Direct;1
763;151;Direct;1
763;437;Direct;1
763;199;Direct;1
763;90;Direct;1
763;1167;Direct;1
763;142;Direct;1
763;742;Direct;1
763;293;Direct;1
763;1258;Direct;1
763;62;Direct;1
763;1226;Direct;1
763;517;Direct;1
763;1121;Direct;1
763;664;Direct;1
763;788;Direct;1
763;231;Direct;1
763;1183;Direct;1
763;1208;Direct;1
763;499;Direct;1
763;61;Direct;1
763;171;Direct;1
763;431;Direct;1
763;1100;Direct;1
763;685;Direct;1
763;32;Direct;1
767;1118;Direct;1
767;945;Direct;1
767;571;Direct;1
767;885;Direct;1
767;337;Direct;1
767;1149;Direct;1
767;221;Direct;1
767;606;Direct;1
767;1023;Direct;1
767;793;Direct;1
767;1069;Direct;1
767;582;Direct;1
803;763;Direct;1
803;911;Direct;1
803;310;Direct;1
803;1254;Direct;1
803;793;Direct;1
803;1118;Direct;1
803;945;Direct;1
803;221;Direct;1
803;600;Direct;1
803;337;Direct;1
803;786;Direct;1
803;925;Direct;1
803;312;Direct;1
803;1100;Direct;1
803;446;Direct;1
803;685;Direct;1
803;1163;Direct;1
803;1149;Direct;1
803;275;Direct;1
803;571;Direct;1
803;582;Direct;1
803;939;Direct;1
803;292;Direct;1
803;1109;Direct;1
803;1105;Direct;1
803;767;Direct;1
803;651;Direct;1
803;1205;Direct;1
803;265;Direct;1
803;847;Direct;1
803;557;Direct;1
803;213;Direct;1
803;609;Direct;1
803;1243;Direct;1
803;304;Direct;1
803;1166;Direct;1
803;116;Direct;1
803;104;Direct;1
803;683;Direct;1
803;218;Direct;1
803;622;Direct;1
803;293;Direct;1
803;452;Direct;1
803;1001;Direct;1
803;484;Direct;1
803;707;Direct;1
803;1082;Direct;1
803;1081;Direct;1
803;183;Direct;1
803;1236;Direct;1
803;105;Direct;1
803;885;Direct;1
803;61;Direct;1
803;702;Direct;1
803;859;Direct;1
803;660;Direct;1
803;217;Direct;1
803;892;Direct;1
803;1032;Direct;1
803;1069;Direct;1
803;178;Direct;1
803;1175;Direct;1
803;961;Direct;1
803;761;Direct;1
803;1131;Direct;1
803;1239;Direct;1
803;1144;Direct;1
803;958;Direct;1
803;316;Direct;1
803;898;Direct;1
803;753;Direct;1
803;1160;Direct;1
803;419;Direct;1
803;872;Direct;1
803;399;Direct;1
803;829;Direct;1
803;762;Direct;1
803;941;Direct;1
803;198;Direct;1
803;1044;Direct;1
803;553;Direct;1
803;789;Direct;1
803;320;Direct;1
803;905;Direct;1
803;991;Direct;1
803;161;Direct;1
803;724;Direct;1
803;470;Direct;1
803;1297;Direct;1
803;435;Direct;1
803;1003;Direct;1
803;784;Direct;1
803;118;Direct;1
803;1289;Direct;1
803;677;Direct;1
803;460;Direct;1
803;855;Direct;1
803;1291;Direct;1
803;494;Direct;1
803;778;Direct;1
803;806;Direct;1
803;835;Direct;1
803;236;Direct;1
803;942;Direct;1
803;854;Direct;1
803;249;Direct;1
803;1298;Direct;1
803;1038;Direct;1
803;144;Direct;1
803;481;Direct;1
803;909;Direct;1
803;565;Direct;1
803;1094;Direct;1
803;1159;Direct;1
803;697;Direct;1
803;1141;Direct;1
803;0;Direct;1
803;592;Direct;1
803;239;Direct;1
803;1139;Direct;1
803;115;Direct;1
803;1035;Direct;1
803;664;Direct;1
803;375;Direct;1
803;824;Direct;1
803;1258;Direct;1
804;803;Direct;1
804;805;Direct;1
804;763;Direct;1
804;911;Direct;1
804;310;Direct;1
804;793;Direct;1
804;961;Direct;1
804;1254;Direct;1
804;945;Direct;1
804;1163;Direct;1
804;609;Direct;1
804;1298;Direct;1
804;221;Direct;1
804;292;Direct;1
804;1118;Direct;1
804;441;Direct;1
804;312;Direct;1
804;582;Direct;1
804;337;Direct;1
804;964;Direct;1
804;965;Direct;1
804;600;Direct;1
804;446;Direct;1
804;1300;Direct;1
804;1242;Direct;1
804;466;Direct;1
804;1131;Direct;1
804;116;Direct;1
804;1023;Direct;1
804;499;Direct;1
807;803;Direct;1
807;945;Direct;1
807;911;Direct;1
807;793;Direct;1
807;337;Direct;1
807;1023;Direct;1
807;1042;Direct;1
807;571;Direct;1
807;265;Direct;1
807;1081;Direct;1
807;1254;Direct;1
807;1100;Direct;1
813;291;Direct;1
813;1038;Direct;1
813;945;Direct;1
813;1219;Direct;1
813;1118;Direct;1
813;1251;Direct;1
813;1023;Direct;1
813;669;Direct;1
813;793;Direct;1
813;1258;Direct;1
814;793;Direct;1
814;1032;Direct;1
814;803;Direct;1
814;835;Direct;1
814;265;Direct;1
814;1177;Direct;1
814;446;Direct;1
814;763;Direct;1
814;911;Direct;1
814;1160;Direct;1
814;1105;Direct;1
814;655;Direct;1
814;1100;Direct;1
814;1163;Direct;1
814;155;Direct;1
814;786;Direct;1
814;1131;Direct;1
814;1118;Direct;1
814;582;Direct;1
814;933;Direct;1
814;683;Direct;1
814;1050;Direct;1
814;62;Direct;1
814;1300;Direct;1
814;1023;Direct;1
814;1301;Direct;1
814;660;Direct;1
814;600;Direct;1
814;1054;Direct;1
814;221;Direct;1
814;122;Direct;1
817;1118;Direct;1
817;582;Direct;1
817;1023;Direct;1
817;816;Direct;1
817;1254;Direct;1
817;213;Direct;1
817;793;Direct;1
817;1032;Direct;1
817;1163;Direct;1
817;758;Direct;1
817;853;Direct;1
817;1149;Direct;1
820;763;Direct;1
820;1038;Direct;1
820;1118;Direct;1
820;793;Direct;1
820;1175;Direct;1
820;945;Direct;1
820;859;Direct;1
820;761;Direct;1
820;600;Direct;1
820;753;Direct;1
820;777;Direct;1
820;1023;Direct;1
820;1062;Direct;1
820;221;Direct;1
820;571;Direct;1
820;116;Direct;1
820;796;Direct;1
820;464;Direct;1
820;400;Direct;1
820;1280;Direct;1
820;1254;Direct;1
820;523;Direct;1
833;1131;Direct;1
833;1118;Direct;1
833;786;Direct;1
833;600;Direct;1
833;660;Direct;1
833;310;Direct;1
833;793;Direct;1
833;582;Direct;1
833;221;Direct;1
833;609;Direct;1
833;292;Direct;1
833;1082;Direct;1
833;651;Direct;1
833;499;Direct;1
833;843;Direct;1
833;116;Direct;1
833;174;Direct;1
833;1298;Direct;1
833;1163;Direct;1
833;374;Direct;1
833;265;Direct;1
833;747;Direct;1
833;945;Direct;1
833;505;Direct;1
833;484;Direct;1
833;789;Direct;1
833;835;Direct;1
833;763;Direct;1
833;753;Direct;1
833;571;Direct;1
833;213;Direct;1
833;1023;Direct;1
833;769;Direct;1
833;1028;Direct;1
833;1123;Direct;1
833;939;Direct;1
833;446;Direct;1
833;834;Direct;1
833;874;Direct;1
833;669;Direct;1
833;452;Direct;1
833;178;Direct;1
833;1148;Direct;1
833;664;Direct;1
833;1288;Direct;1
837;793;Direct;1
837;1168;Direct;1
837;1023;Direct;1
837;143;Direct;1
837;859;Direct;1
837;819;Direct;1
840;337;Direct;1
840;28;Direct;1
851;850;Direct;1
851;1219;Direct;1
851;753;Direct;1
851;961;Direct;1
851;1254;Direct;1
851;1038;Direct;1
851;685;Direct;1
851;62;Direct;1
851;793;Direct;1
851;763;Direct;1
851;761;Direct;1
851;939;Direct;1
851;683;Direct;1
851;221;Direct;1
851;275;Direct;1
851;310;Direct;1
851;703;Direct;1
851;843;Direct;1
851;316;Direct;1
851;1100;Direct;1
851;600;Direct;1
851;1238;Direct;1
851;1163;Direct;1
851;945;Direct;1
851;1118;Direct;1
851;739;Direct;1
851;489;Direct;1
851;135;Direct;1
851;609;Direct;1
851;582;Direct;1
851;1239;Direct;1
851;925;Direct;1
851;557;Direct;1
851;171;Direct;1
851;446;Direct;1
851;803;Direct;1
851;552;Direct;1
851;1131;Direct;1
851;1248;Direct;1
851;740;Direct;1
851;586;Direct;1
851;549;Direct;1
851;169;Direct;1
851;571;Direct;1
851;28;Direct;1
851;124;Direct;1
851;1023;Direct;1
851;1160;Direct;1
851;317;Direct;1
851;492;Direct;1
851;1260;Direct;1
851;1087;Direct;1
851;1229;Direct;1
851;265;Direct;1
851;1149;Direct;1
851;854;Direct;1
851;716;Direct;1
851;59;Direct;1
858;793;Direct;1
