ID;Label
0;""""""":func:`~pandas"
1;"""wtforms"
2;(r'
3;)
4;"*"""
5;/kddcup99-mld/kddcup
6;/licenses/>
7;/licenses/BSD-3-Clause
8;/mixture/dpgmm
9;/test_layer
10;://github
11;://pyserial
12;://www
13;:`grid_search`
14;:mod:`scipy
15;<alexandre
16;<arnaud
17;<s8wu@uwaterloo
18;@inria
19;@normalesup
20;AWS
21;CVXcanon
22;ConfigArgParse
23;Crypto
24;Cython
25;Distribution
26;Fiona
27;GCS
28;IPython
29;Interface
30;License
31;Magic
32;Numeric
33;Oct
34;OpenSSL
35;PyHive
36;PyMySQL
37;PyQt4
38;PyQt5
39;PySide
40;PySide2
41;PyTd
42;Pyro
43;SGETask
44;SOFTWARE
45;SONManipulators
46;Shapely
47;System
48;TableEditor
49;UTS46
50;V
51;XlsxWriter
52;__init__
53;_root
54;_version
55;`
56;``PyQt5
57;`sys
58;`tornado
59;a
60;a2b_hex
61;abc
62;absolute_import
63;abspath
64;abstract_adapter_factory
65;abstract_factory
66;abstract_type_system
67;action
68;actions
69;adapt
70;adaptable
71;adapter_base
72;adapter_manager
73;add_parser_json
74;adding
75;address
76;adjusted_rand_score
77;aeon
78;affine
79;affinity_propagation
80;again
81;all
82;all_names
83;alloc_hook
84;an
85;anaconda-clean
86;anaconda-project
87;anaconda-verify
88;anaconda_project
89;anaconda_verify
90;and
91;animated_gif_editor_26
92;animated_gif_editor_28
93;any
94;any_context_data_name_item
95;any_data_name_item
96;anything
97;api
98;apigen
99;appdirs
100;appnope
101;apptools
102;arange
103;are
104;argparse
105;array
106;arrow
107;assert_
108;assert_allclose
109;assert_array_almost_equal
110;assert_array_equal
111;assert_equal
112;assert_greater
113;assert_raise_message
114;assert_raises
115;assert_series_equal
116;ast
117;ast
118;astor
119;astropy
120;asyncio
121;asyncore
122;atexit
123;atexit
124;attr
125;authentication
126;auxlib
127;azure-sdk-for-python
128;b
129;babel
130;backports
131;backports.shutil_get_terminal_size
132;badmodule
133;badsyntax
134;base
135;base64
136;base_doc
137;basedevice
138;basename
139;bcrypt
140;bdb
141;bdb
142;bdist_mpkg
143;because
144;being
145;below:
146;bench_oneshot
147;better!
148;between
149;bilingual
150;binarization
151;binascii
152;bind_event
153;binding
154;binstar_client
155;bisect
156;bitarray
157;bleach
158;bokeh
159;boto
160;boto3
161;botocore
162;bottlechest
163;bs4
164;bsdiff4
165;bson
166;build
167;build_control
168;build_data_train
169;build_url
170;buildutils
171;builtins
172;bundled
173;by
174;bz2
175;bz2file
176;cPickle
177;cProfile
178;cStringIO
179;c_parser
180;cachecontrol
181;cached-property
182;cached_property
183;calendar
184;can
185;canny
186;capwords
187;cast_bytes_py2
188;cdecimal
189;certgen
190;certifi
191;cffi
192;cgi
193;change
194;chardet
195;check_skip_network
196;cherrypy
197;chest
198;choice
199;clapack_scrub
200;class_doc
201;classes
202;classification
203;click
204;click-plugins
205;click_plugins
206;cligj
207;clint
208;cloudpickle
209;clyent
210;code
211;code_assist
212;code_generators
213;codecs
214;codecs
215;codeop
216;codetools
217;coding:
218;coding=utf-8
219;colander
220;collection
221;collections
222;collections
223;color_editor
224;color_view
225;colorama
226;colorcet
227;"colorcet;"
228;colorsys
229;combobox_focus_handler
230;command
231;commands
232;common
233;common_tests
234;compat
235;compatibility
236;compiler
237;comports
238;composite
239;concat
240;concurrent
241;conda
242;conda-build
243;conda-verify
244;conda/wiki/VC-features
245;conda_build
246;conda_build_test
247;conda_env
248;conda_verify
249;conf
250;config
251;configargparse
252;configparser
253;configuration
254;connect
255;constant_names
256;constantly
257;constants
258;constructor
259;constructor/__init__
260;context
261;context_data_name_item
262;context_monitor
263;context_node_type
264;context_test_case
265;contextlib
266;contextmanager
267;contrib
268;contributors
269;convert
270;convert_bitmap
271;convert_xml_to_json
272;convex_hull_image
273;convolve2d
274;cookies
275;copy
276;copy_reg
277;copyreg
278;correct
279;count
280;coverage
281;cpuinfo
282;cpython
283;create_hit_external
284;create_hit_test
285;create_hit_with_qualifications
286;create_scriptable_type
287;cross_origin
288;cryptography
289;cs_graph_components
290;csr_matrix
291;cssselect
292;csv
293;ctypes
294;ctypes
295;currently
296;curses
297;custom_traithandler
298;cvxpy
299;cymem
300;cython
301;cythonize
302;cytoolz
303;dask
304;data
305;dataproc
306;datashader
307;"datashader;"
308;datashape
309;date_editor
310;datetime
311;datetime
312;dateutil
313;datrie
314;debug_print
315;dec
316;decimal
317;decorator
318;def
319;default_theme
320;defaultdict
321;definition_items
322;definitions
323;deque
324;descartes
325;dev_skip_test
326;dicom
327;dict_context_adapter
328;dict_context_adapter_factory
329;difflib
330;directed_hausdorff
331;dirname
332;dis
333;disaster_model
334;dissolving
335;dist_metrics
336;distance
337;distutils
338;division
339;django
340;do_later
341;doc_action
342;dock_pane
343;dock_sizer
344;docscrape
345;docscrape_sphinx
346;doctest
347;doctest
348;doctest_tools
349;documentation
350;docutils
351;download
352;download_sample_data
353;dump
354;dynamize_value
355;e
356;ecdsa
357;editdistance
358;editor
359;editor_factory
360;egg_info
361;eig
362;elasticsearch
363;email
364;enable
365;enaml
366;enaml_decl_doc
367;enaml_panes
368;enaml_task
369;enthought_sphinx_theme
370;enthoughtinterpolate
371;entrypoints
372;enum
373;envisage
374;eq_
375;errno
376;errno
377;error
378;escape
379;escape_bytes
380;etree
381;etsconfig
382;evaluate
383;evaluate_trait
384;everything
385;example
386;example_script_window
387;example_task
388;example_workbench
389;example_workbench_window
390;exception
391;exceptions
392;exists
393;expected_warnings
394;explorer
395;extensions
396;ez_setup
397;fabric
398;fabtools
399;factorize
400;fails
401;falcon
402;fastcache
403;fcntl
404;features
405;feedparser
406;fields
407;figures
408;file
409;fileinput
410;filelock
411;fill_panel_for_group
412;filtering_handler
413;find_boundaries
414;find_class
415;find_double_newline
416;find_window_for_buffer_name
417;fiona
418;fixpath
419;flake8:
420;flaky
421;flask
422;flask-cors
423;flask-login
424;flask-wtf
425;flask_babel
426;flask_babelex
427;flask_cors
428;flask_wtf
429;flaskr
430;floatint
431;fnmatch
432;fnmatch
433;foo
434;"foo;"
435;for
436;format_time
437;fortran
438;fractions
439;freezegun
440;from_url
441;ftplib
442;full_version
443;function_doc
444;functions
445;functionutils
446;functools
447;functools
448;fundamental
449;future
450;gabor_kernel
451;gammainc
452;gc
453;gc
454;gdal'
455;gen_backend
456;genapi
457;generate
458;generate_anchors
459;generators
460;generic
461;genericpath
462;genshi
463;get_bad_seq
464;get_ident
465;get_module_source_path
466;get_oanda_currency_historical_rates
467;get_permissions_manager
468;get_source_line
469;get_sympy
470;get_terminal_size
471;get_test_subprocess
472;getargspec
473;getcwd
474;getdata
475;getopt
476;getpass
477;getsize
478;gettext_helpers
479;gevent
480;ghost
481;git
482;github
483;given
484;glob
485;glob
486;googleapiclient
487;grad_funcs
488;graph
489;graph_objs
490;greenlet
491;gridfs
492;grids
493;gssapi
494;gtk
495;guid
496;guidata
497;guiqwt
498;gunicorn
499;gzip
500;h5py
501;ha_tools
502;hashlib
503;hdfs
504;heapdict
505;heapq
506;help_code
507;help_doc
508;help_plugin
509;helper
510;helpers
511;hiredis
512;history_control
513;hmac
514;hook
515;host_subplot
516;hs2client
517;html
518;html5lib
519;html5lib-python
520;htmlentitydefs
521;http
522;http://json
523;http://www
524;httplib
525;httplib2
526;httpretty
527;https
528;https://github
529;huffman
530;huge_testman
531;hypothesis
532;i_bind_event
533;i_help_code
534;i_help_doc
535;i_policy_manager
536;i_policy_storage
537;i_preferences_page
538;i_script_manager
539;i_user
540;i_user_database
541;i_user_manager
542;i_user_storage
543;idna
544;idockable
545;if
546;ifftshift
547;image_slice
548;imageio
549;images
550;imagesize
551;imagesize_py
552;imghdr
553;imp
554;imp
555;impala
556;import_module
557;importlib
558;imports
559;impyla
560;imread
561;imutable_template
562;in
563;increasing
564;incremental
565;independent
566;inflection
567;init_wx_handlers
568;initial_context_factory
569;initialize_logging
570;input
571;inspect
572;inspect
573;install
574;install_headers
575;instance_context_adapter
576;integer_types
577;interactive_shell
578;interface_definition
579;interface_implementation
580;intranges_from_list
581;invoke
582;io
583;io
584;ioloop
585;ipaddress
586;ipykernel
587;ipython_genutils
588;ipywidgets
589;iso8601
590;isort
591;issues
592;it
593;itemplate
594;itemplate_choice
595;itemplate_data_context
596;itemplate_data_source
597;iterate
598;iterative
599;iteritems
600;itertools
601;itsdangerous
602;jcal2jd
603;jdcal
604;jedi
605;jiffies
606;jinja2
607;join
608;join_segmentations
609;json
610;json
611;jsonrpclib
612;jupyter_client
613;kate
614;kerberos
615;kerberos-sspi
616;kerberos_sspi
617;kernprof
618;keyring
619;keyword
620;keyword
621;kiva
622;la
623;language
624;layer1
625;ldap3
626;lgeos
627;lib
628;lib2to3
629;libc
630;libconda
631;library
632;libutils
633;line_functions
634;line_profiler
635;linear_sum_assignment
636;linecache
637;list_context_adapter
638;list_ports_common
639;listdir
640;llvm
641;load
642;load_breast_cancer
643;load_certificate
644;load_files
645;load_iris
646;load_key_bindings_for_prompt
647;load_pem_x509_certificate
648;load_project
649;loads
650;local
651;locale
652;locale
653;locally_linear_embedding
654;localtime
655;locket
656;locket.py
657;log10
658;log_point
659;logger
660;logging
661;logic
662;login_action
663;logout_action
664;long
665;lru_cache
666;lstsq
667;lu_factor
668;luigi
669;lxml
670;lz4
671;"lz4"")"
672;main_group
673;make_blobs
674;make_classification
675;make_scanner
676;manager
677;map
678;markupsafe
679;marshal
680;match_template
681;matern
682;matfile
683;math
684;math
685;matplotlib
686;matrix
687;maxStalenessSeconds
688;md5
689;mechanism
690;meld3
691;menuinst
692;might
693;mimetypes
694;minicluster
695;minpack
696;minpack2
697;miscellaneous
698;mistune
699;mkdtemp
700;mkl
701;mkl-service
702;mmap
703;mock
704;model
705;models
706;module
707;moment_plots
708;mongo-python-driver
709;monitor
710;monotime
711;monotonic
712;more
713;more-itertools
714;more_itertools
715;moto
716;mpl
717;mpl_toolkits
718;mpmath
719;msgpack
720;msrest
721;msvcrt
722;multipledispatch
723;multiplex
724;multiprocessing
725;munch
726;my_build_ext
727;mylib
728;mysql
729;naming_manager
730;naming_node_manager
731;naming_traits
732;naming_tree
733;naming_tree_model
734;natsort
735;nb_anacondacloud
736;nb_conda
737;nb_conda_kernels
738;nbbrowserpdf
739;nbconvert
740;nbformat
741;nbpresent
742;ndarray
743;neon
744;networkx
745;new
746;newer
747;next
748;nicer
749;noarch_python_test_package
750;noarch_test_package
751;nodes
752;norm
753;nose
754;nose_tools
755;not_none
756;notebook
757;notify
758;ntpath
759;null_handler
760;numba
761;numbers
762;numexpr
763;numpy
764;numpy
765;numpy_api
766;numpy_nodepr_api
767;numpydoc
768;oauth2client
769;object
770;object_factory
771;object_hook
772;object_serializer
773;objectlocalization
774;objects
775;occurrences
776;odo
777;of
778;on
779;on_win
780;one
781;one::
782;opcode
783;open_file
784;openpyxl
785;operation
786;operator
787;operator
788;option
789;optparse
790;or
791;order
792;ordereddict
793;os
794;os
795;osgeo
796;other
797;ourselves
798;package_globals
799;packaging
800;pade
801;paint_parent
802;pairwise_kernels
803;pandas
804;pandas-datareader
805;pandas_datareader
806;pandas_gbq
807;pandasql
808;paramiko
809;parent_path
810;parse_path
811;parse_path
812;parse_pkginfo
813;parsel
814;partd
815;past
816;path
817;path.py
818;path_for
819;pathlib
820;patsy
821;paver
822;pdb
823;pdb
824;"pdb;"
825;"pdb;pdb"
826;pep8
827;perf
828;perfect
829;period
830;permission
831;permissions
832;persistent
833;petl
834;"petl;"
835;pickle
836;pickle
837;pickleshare
838;pip
839;pipes
840;pivottablejs
841;pkg1
842;pkg2
843;pkg_resources
844;pkgutil
845;pkgutil
846;place
847;platform
848;plex
849;plistlib
850;plotly
851;plotly.py
852;pluggy
853;posixpath
854;pprint
855;pprint_thing
856;preferences_manager
857;preferences_page
858;preshed
859;print_function
860;print_function
861;print_tokens
862;profile
863;profile_line
864;profiling
865;prompt_toolkit
866;properties
867;propget
868;proposal_layer_ref
869;proto
870;provides
871;proxy_server
872;psutil
873;psutil
874;psycopg2
875;pty
876;ptyprocess
877;puresasl
878;pwd
879;py
880;py2exe
881;pyasn1
882;pycosat
883;pycparser
884;pycuda
885;pydoc
886;pydoc
887;pydot
888;pyface
889;pyfits
890;pyflakes
891;pyfs_context
892;pygments
893;pyhive
894;pykerberos
895;pykube
896;pylab
897;pylama
898;pylint:
899;pylons_sphinx_themes
900;pymc
901;pymongo
902;pymysql
903;pyopenssl
904;pyparsing
905;pyperclip
906;pypi
907;pyproj
908;pyserial
909;pysftp
910;pystan
911;pytest
912;pytest-cov
913;pytestqt
914;python
915;python-ecdsa
916;python-lazy-object-proxy
917;python-lz4
918;python-prompt-toolkit
919;python-semanticversion
920;python-semver
921;python-tblib
922;python-unicodecsv
923;python3
924;python_editor_wx
925;pytz
926;pywintypes
927;pyx_script
928;pyzmq
929;qgrid
930;qtawesome
931;qtconsole
932;qtpy
933;queue
934;queuelib
935;r2_score
936;raise_build_error
937;rand
938;randint
939;random
940;random
941;rands
942;range
943;rasterio
944;raw_input
945;re
946;re
947;read_config
948;read_configuration
949;readline
950;redis
951;redis-py
952;ref
953;reference
954;referenceable
955;referrals_to_list
956;register
957;register_factory
958;relativedelta
959;replica_set_connection
960;request
961;requests
962;requests-file
963;requests-kerberos
964;requests_file
965;requests_ftp
966;requests_kerberos
967;reset_global_adaptation_manager
968;reshape
969;resize
970;resource
971;responses
972;restore_window
973;results
974;rfc822
975;rgb2gray
976;rgb_to_hls
977;ring_buffer
978;rm_rf
979;root
980;rope
981;rope
982;ropetest
983;round
984;row
985;rs_or_single_client_noauth
986;ruamel_yaml
987;run
988;run_module_suite
989;runipy
990;runner
991;s3fs
992;s3transfer
993;safe_rdn
994;salmon
995;salmon_sampler
996;sample
997;scheduler_api_test
998;scikit-image
999;scikit-learn
1000;scimath
1001;scipy
1002;scipy
1003;script
1004;script_manager
1005;scriptable
1006;scriptable_type
1007;secretstorage
1008;select
1009;selenium
1010;semantic_version
1011;semver
1012;send
1013;sequences
1014;serial
1015;serve
1016;server_test
1017;service_identity
1018;set_gc_state
1019;set_trace
1020;settings
1021;setup
1022;setup_atomic_replace
1023;setuptools
1024;setuptools_scm
1025;sgmllib
1026;sha
1027;shapely
1028;shelve
1029;shlex
1030;shlex
1031;show
1032;shutil
1033;shutil
1034;signal
1035;simplejson
1036;sin
1037;site
1038;six
1039;six:
1040;skimage
1041;skimage
1042;sklearn
1043;sleep
1044;slow
1045;smart_open
1046;smhasher
1047;smtplib
1048;snakebite
1049;snakebite_client
1050;snappy
1051;snowball_py
1052;snowballstemmer
1053;snuggs
1054;socket
1055;socket
1056;socketserver
1057;sockjs
1058;sockjs-tornado
1059;solve
1060;some
1061;something
1062;somewhere
1063;sourcecode
1064;spam
1065;sparkey
1066;spawn
1067;specified
1068;spectral_clustering
1069;sphinx
1070;sphinx_cython
1071;sphinx_py3doc_enhanced_theme
1072;sphinx_rtd_theme
1073;spider
1074;split
1075;split_explicit_title
1076;spsolve
1077;spur
1078;spyder
1079;spyder
1080;sqla
1081;sqlalchemy
1082;sqlite3
1083;sqlparse
1084;sqrt
1085;sre_compile
1086;sre_constants
1087;ssl
1088;sspi
1089;sspicon
1090;stat
1091;stat
1092;state_factory
1093;state_pickler
1094;statements
1095;statsmodels
1096;stdin
1097;stentseg
1098;stop_recording_action
1099;str
1100;string
1101;string_types
1102;stringprep
1103;stripe
1104;stripe-python
1105;struct
1106;struct
1107;struggling
1108;subclassing
1109;subprocess
1110;subprocess
1111;suprocess
1112;svd
1113;svds
1114;sweet_pickle
1115;symbols
1116;symengine
1117;sympy
1118;sys
1119;sys
1120;"sys;sys"
1121;sysconfig
1122;sysos
1123;tables
1124;tabulate
1125;tarfile
1126;tarfile
1127;target_test
1128;task_pane
1129;taskhandle
1130;telnetlib
1131;tempfile
1132;tempfile
1133;template_impl
1134;template_traits
1135;tensors_allclose
1136;teradata
1137;terminado
1138;termios
1139;test
1140;test_continuous_basic
1141;test_groupby
1142;test_kernelspecs_api
1143;test_user
1144;testing
1145;tests
1146;text
1147;text_editor
1148;text_type
1149;textwrap
1150;that
1151;them
1152;themed_window
1153;themselves
1154;there:
1155;these
1156;thinc
1157;things
1158;this
1159;thread
1160;threading
1161;threading
1162;thrift
1163;time
1164;time
1165;timed
1166;timeit
1167;times
1168;timesys
1169;tlz
1170;tmppath
1171;tnc
1172;to
1173;to_raw
1174;token
1175;tokenize
1176;toolkit
1177;toolz
1178;tornado
1179;tornado
1180;tornado_xstatic
1181;tox
1182;tqdm
1183;traceback
1184;traceback
1185;train_test_split
1186;trait_dict_context_adapter
1187;trait_list_context_adapter
1188;traitlets
1189;traits
1190;traits_enaml
1191;traits_home
1192;traitsui
1193;translationstring
1194;tree_hash_from_str
1195;tree_item
1196;trigintegrate
1197;trollius
1198;try:
1199;tty
1200;tuple_context_adapter
1201;twisted
1202;two
1203;type-safe
1204;typedefs
1205;types
1206;typeutils
1207;u
1208;ufunc_docstrings
1209;ui_base
1210;ui_editor
1211;ui_panel
1212;uint8
1213;unichr
1214;unicode_argv
1215;unicode_literals
1216;"unicode_literals"""
1217;unicodecsv
1218;unicodedata
1219;unittest
1220;unittest
1221;unittest2
1222;unittest_tools
1223;until
1224;update1
1225;url_pat
1226;urllib
1227;urllib2
1228;urllib3
1229;urlparse
1230;use_setuptools
1231;use_solver
1232;user
1233;user_menu_manager
1234;user_name_for
1235;using
1236;util
1237;utilities
1238;utils
1239;uuid
1240;uuid
1241;validate_simple_password
1242;various
1243;vbench
1244;vcversioner
1245;"vcversioner;"
1246;versioneer
1247;view_as_blocks
1248;vincent
1249;virtualenv
1250;visvis
1251;w3lib
1252;waitress
1253;walk
1254;warnings
1255;warnings
1256;watershed
1257;wcwidth
1258;weakref
1259;weakref
1260;webbrowser
1261;webencodings
1262;webhdfs_minicluster
1263;werkzeug
1264;which
1265;widgets
1266;will
1267;win-unicode-console
1268;win32security
1269;win_unicode_console
1270;windll
1271;winkerberos
1272;winreg
1273;with
1274;with_directory_contents
1275;with_file_contents
1276;with_plugins
1277;with_statement
1278;within
1279;workerpool
1280;wraps
1281;wrapt
1282;wsgiref
1283;wtforms
1284;wx
1285;wxSerialConfigDialog
1286;xarray
1287;xlsxwriter
1288;xlwt
1289;xml
1290;xmlrpc_client
1291;xmlrpclib
1292;xrange
1293;yaml
1294;yapf
1295;your
1296;zict
1297;zip
1298;zipfile
1299;zipimport
1300;zlib
1301;zmq
